extended_right_major,extended_right_major_description,extended_right_name,extended_right_name_description,object_guid
Attributes,Lists attributes and their guids,Lockout-Duration,The amount of time that an account is locked due to the Lockout-Threshold being exceeded. This value is stored as a large integer that represents the negative of the number of 100-nanosecond intervals from the time the Lockout-Threshold is exceeded that must elapse before the account is unlocked.,bf9679a5-0de6-11d0-a285-00aa003049e2
Attributes,Lists attributes and their guids,Lock-Out-Observation-Window,The range of time; in 100-nanosecond intervals;  in which the system increments the incorrect logon count.,bf9679a4-0de6-11d0-a285-00aa003049e2
Attributes,Lists attributes and their guids,Lockout-Threshold,The number of invalid logon attempts that are permitted before the account is locked out.,bf9679a6-0de6-11d0-a285-00aa003049e2
Attributes,Lists attributes and their guids,Lockout-Time,The date and time (UTC) that this account was locked out. This value is stored as a large integer that represents the number of 100-nanosecond intervals since January 1; 1601 (UTC). A value of zero means that the account is not currently locked out.,28630ebf-41d5-11d1-a9c1-0000f80367c1
Attributes,Lists attributes and their guids,loginShell,Contains the path to the login shell.,a553d12c-3231-4c5e-8adf-8d189697721e
Attributes,Lists attributes and their guids,Logo,BLOB that contains a logo for this object.,bf9679a9-0de6-11d0-a285-00aa003049e2
Attributes,Lists attributes and their guids,Logon-Count,The number of times the account has successfully logged on. A value of 0 indicates that the value is unknown.,bf9679aa-0de6-11d0-a285-00aa003049e2
Attributes,Lists attributes and their guids,Logon-Hours,The hours that the user is allowed to logon to the domain.,bf9679ab-0de6-11d0-a285-00aa003049e2
Attributes,Lists attributes and their guids,Logon-Workstation,This attribute is not used. See the User-Workstations attribute.,bf9679ac-0de6-11d0-a285-00aa003049e2
Attributes,Lists attributes and their guids,LSA-Creation-Time,The LSA-Creation-Time attribute is used to support replication to WindowsÂ NTÂ 4.0 domains.,bf9679ad-0de6-11d0-a285-00aa003049e2
Attributes,Lists attributes and their guids,LSA-Modified-Count,The LSA-Modified-Count attribute is used to support replication to WindowsÂ NTÂ 4.0 domains.,bf9679ae-0de6-11d0-a285-00aa003049e2
Attributes,Lists attributes and their guids,macAddress,Contains the MAC address in maximal; colon-separated hexadecimal notation.,e6a522dd-9770-43e1-89de-1de5044328f7
Attributes,Lists attributes and their guids,Machine-Architecture,Contains a list of hardware processors supported by a given application.,bf9679af-0de6-11d0-a285-00aa003049e2
Attributes,Lists attributes and their guids,Machine-Password-Change-Interval,The Machine-Password-Change-Interval attribute is not currently used.,c9b6358e-bb38-11d0-afef-0000f80367c1
Attributes,Lists attributes and their guids,Machine-Role,Role for a machine: DC; Server; or Workstation.,bf9679b2-0de6-11d0-a285-00aa003049e2
Attributes,Lists attributes and their guids,Machine-Wide-Policy,Used to replicate the user-extensible policy to the clients.,80a67e4f-9f22-11d0-afdd-00c04fd930c9
Attributes,Lists attributes and their guids,Managed-By,The distinguished name of the user that is assigned to manage this object.,0296c120-40da-11d1-a9c0-0000f80367c1
Attributes,Lists attributes and their guids,Managed-Objects,Contains the list of objects that are managed by the user. The objects listed are those that have the property managedBy property set to this user. Each item in the list is a linked reference to the managed object.,0296c124-40da-11d1-a9c0-0000f80367c1
Attributes,Lists attributes and their guids,Manager,Contains the distinguished name of the user who is the user's manager. The manager's user object contains a directReports property that contains references to all user objects that have their manager properties set to this distinguished name.,bf9679b5-0de6-11d0-a285-00aa003049e2
Attributes,Lists attributes and their guids,MAPI-ID,An integer by which MAPI clients identify this attribute.,bf9679b7-0de6-11d0-a285-00aa003049e2
Attributes,Lists attributes and their guids,Marshalled-Interface,Marshaled interface Pointer.,bf9679b9-0de6-11d0-a285-00aa003049e2
Attributes,Lists attributes and their guids,Mastered-By,Backward link for Has-Master-NCs attribute. The distinguished name for its NTDS Settings objects.,e48e64e0-12c9-11d3-9102-00c04fd91ab1
Attributes,Lists attributes and their guids,Max-Pwd-Age,The maximum amount of time; in 100-nanosecond intervals; a password is valid. This value is stored as a large integer that represents the number of 100-nanosecond intervals from the time the password was set before the password expires.,bf9679bb-0de6-11d0-a285-00aa003049e2
Attributes,Lists attributes and their guids,Max-Renew-Age,This attribute determines the time period; in days; during which a user's ticket-granting ticket (TGT) can be renewed for purposes of Kerberos authentication. The default setting is 7 days in the Default Domain Group Policy object (GPO).,bf9679bc-0de6-11d0-a285-00aa003049e2
Attributes,Lists attributes and their guids,Max-Storage,The maximum amount of disk space the user can use. Use the value specified in USER_MAXSTORAGE_UNLIMITED to use all available disk space.,bf9679bd-0de6-11d0-a285-00aa003049e2
Attributes,Lists attributes and their guids,Max-Ticket-Age,This attribute determines the maximum amount of time; in hours; that a user's ticket-granting ticket (TGT) can be used for the purpose of Kerberos authentication. When a user's TGT expires; a new one must be requested; or the existing one must be renewed.  By default; this setting is set to 10 hours in the Default Domain Group Policy object (GPO).,bf9679be-0de6-11d0-a285-00aa003049e2
Attributes,Lists attributes and their guids,May-Contain,The list of optional attributes for a class.,bf9679bf-0de6-11d0-a285-00aa003049e2
Attributes,Lists attributes and their guids,meetingAdvertiseScope,Indicates whether an entry should be advertised outside a corporate gateway or proxy.,11b6cc8b-48c4-11d1-a9c3-0000f80367c1
Attributes,Lists attributes and their guids,meetingApplication,This attribute contains the name of the application that will be used for an online meeting; such as Microsoft NetMeeting; Windows Media Services; or Microsoft Exchange Conferencing.,11b6cc83-48c4-11d1-a9c3-0000f80367c1
Attributes,Lists attributes and their guids,meetingBandwidth,The available bandwidth for a meeting.,11b6cc92-48c4-11d1-a9c3-0000f80367c1
Attributes,Lists attributes and their guids,meetingBlob,The opaque representation of a meeting in external form.,11b6cc93-48c4-11d1-a9c3-0000f80367c1
Attributes,Lists attributes and their guids,meetingContactInfo,Contact information for a meeting.,11b6cc87-48c4-11d1-a9c3-0000f80367c1
Attributes,Lists attributes and their guids,meetingDescription,The description of the meeting.,11b6cc7e-48c4-11d1-a9c3-0000f80367c1
Attributes,Lists attributes and their guids,meetingEndTime,The date and time that the meeting is to end.,11b6cc91-48c4-11d1-a9c3-0000f80367c1
Attributes,Lists attributes and their guids,meetingID,The ID for the meeting.,11b6cc7c-48c4-11d1-a9c3-0000f80367c1
Attributes,Lists attributes and their guids,meetingIP,The TCP/IP address for the meeting.,11b6cc89-48c4-11d1-a9c3-0000f80367c1
Attributes,Lists attributes and their guids,meetingIsEncrypted,This is TRUE if the meeting is to be encrypted.,11b6cc8e-48c4-11d1-a9c3-0000f80367c1
Attributes,Lists attributes and their guids,meetingKeyword,A keyword that is used to help find a meeting.,11b6cc7f-48c4-11d1-a9c3-0000f80367c1
Attributes,Lists attributes and their guids,meetingLanguage,The language for a meeting.,11b6cc84-48c4-11d1-a9c3-0000f80367c1
Attributes,Lists attributes and their guids,meetingLocation,The location for a meeting.,11b6cc80-48c4-11d1-a9c3-0000f80367c1
Attributes,Lists attributes and their guids,meetingMaxParticipants,The maximum number of participants for a meeting.,11b6cc85-48c4-11d1-a9c3-0000f80367c1
Attributes,Lists attributes and their guids,meetingName,The name of the meeting.,11b6cc7d-48c4-11d1-a9c3-0000f80367c1
Attributes,Lists attributes and their guids,meetingOriginator,The person who scheduled the meeting.,11b6cc86-48c4-11d1-a9c3-0000f80367c1
Attributes,Lists attributes and their guids,meetingOwner,The person responsible for the meeting.,11b6cc88-48c4-11d1-a9c3-0000f80367c1
Attributes,Lists attributes and their guids,meetingProtocol,The protocols used for a meeting; for example; H.320 or T.120.,11b6cc81-48c4-11d1-a9c3-0000f80367c1
Attributes,Lists attributes and their guids,meetingRating,The Platform for Internet Content Selection rating of a meeting.,11b6cc8d-48c4-11d1-a9c3-0000f80367c1
Attributes,Lists attributes and their guids,meetingRecurrence,The recurrence parameters for the meeting.,11b6cc8f-48c4-11d1-a9c3-0000f80367c1
Attributes,Lists attributes and their guids,meetingScope,Can be global; local; or some other value. Its interpretation is application specific.,11b6cc8a-48c4-11d1-a9c3-0000f80367c1
Attributes,Lists attributes and their guids,meetingStartTime,The date and time that the meeting starts.,11b6cc90-48c4-11d1-a9c3-0000f80367c1
Attributes,Lists attributes and their guids,meetingType,The type of meeting being held.,11b6cc82-48c4-11d1-a9c3-0000f80367c1
Attributes,Lists attributes and their guids,meetingURL,The web address for the meeting.,11b6cc8c-48c4-11d1-a9c3-0000f80367c1
Attributes,Lists attributes and their guids,Member,The list of users that belong to the group.,bf9679c0-0de6-11d0-a285-00aa003049e2
Attributes,Lists attributes and their guids,memberNisNetgroup,Contains the list of netgroups that are members of this netgroup.,0f6a17dc-53e5-4be8-9442-8f3ce2f9012a
Attributes,Lists attributes and their guids,memberUid,Contains the login names of the members of a group.,03dab236-672e-4f61-ab64-f77d2dc2ffab
Attributes,Lists attributes and their guids,MHS-OR-Address,X.400 address.,0296c122-40da-11d1-a9c0-0000f80367c1
Attributes,Lists attributes and their guids,Min-Pwd-Age,The minimum amount of time; in 100-nanosecond intervals; that a password is valid.,bf9679c2-0de6-11d0-a285-00aa003049e2
Attributes,Lists attributes and their guids,Min-Pwd-Length,The minimum number of characters that a password must contain.,bf9679c3-0de6-11d0-a285-00aa003049e2
Attributes,Lists attributes and their guids,Min-Ticket-Age,This attribute determines the minimum time period; in hours; that a user's ticket-granting ticket (TGT) can be used for Kerberos authentication before a request can be made to renew the ticket.,bf9679c4-0de6-11d0-a285-00aa003049e2
Attributes,Lists attributes and their guids,Modified-Count,Net Logon Change Log serial number.,bf9679c5-0de6-11d0-a285-00aa003049e2
Attributes,Lists attributes and their guids,Modified-Count-At-Last-Prom,The Net Logon Change Log serial number at last promotion.,bf9679c6-0de6-11d0-a285-00aa003049e2
Attributes,Lists attributes and their guids,Modify-Time-Stamp,A computed attribute that represents the date when this object was last changed. This value is not replicated.,9a7ad94a-ca53-11d1-bbd0-0080c76670c0
Attributes,Lists attributes and their guids,Moniker,The name or path for a COM object.,bf9679c7-0de6-11d0-a285-00aa003049e2
Attributes,Lists attributes and their guids,Moniker-Display-Name,The display name for a moniker.,bf9679c8-0de6-11d0-a285-00aa003049e2
Attributes,Lists attributes and their guids,Move-Tree-State,This attribute contains state information for a directory tree that is being moved.,1f2ac2c8-3b71-11d2-90cc-00c04fd91ab1
Attributes,Lists attributes and their guids,ms-Authz-Central-Access-Policy-ID,For a Central Access Policy; this attribute defines a GUID that can be used to identify the set of policies when applied to a resource.,62f29b60-be74-4630-9456-2f6691993a86
Attributes,Lists attributes and their guids,ms-Authz-Effective-Security-Policy,For a central access rule; this attribute defines the permission that is applying to the target resources on the central access rule.,07831919-8f94-4fb6-8a42-91545dccdad3
Attributes,Lists attributes and their guids,ms-Authz-Last-Effective-Security-Policy,For a central access rule; this attribute defines the permission that was last applied to the objects the Central Access Rule is applied to.,8e1685c6-3e2f-48a2-a58d-5af0ea789fa0
